Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[24]     0.0    0.00    0.00    3585         StackElement::StackElement(StackElement const&) [24]
                0.00    0.00    3585/4090        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [19]
-----------------------------------------------
                0.00    0.00     292/3309        void __gnu_cxx::new_allocator<StackElement>::construct<StackElement, StackElement const&>(StackElement*, StackElement const&) [136]
                0.00    0.00     778/3309        void __gnu_cxx::new_allocator<std::_List_node<StackElement> >::construct<StackElement, StackElement const&>(StackElement*, StackElement const&) [71]
                0.00    0.00    2239/3309        void std::_Construct<StackElement, StackElement const&>(StackElement*, StackElement const&) [38]
[25]     0.0    0.00    0.00    3309         operator new(unsigned long, void*) [25]
-----------------------------------------------
                0.00    0.00    2855/2855        bool std::operator!=<StackElement, StackElement const&, StackElement const*>(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&) [27]
[26]     0.0    0.00    0.00    2855         bool std::operator==<StackElement, StackElement const&, StackElement const*>(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&) [26]
-----------------------------------------------
                0.00    0.00    2855/2855        std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy<false>::__uninit_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [120]
[27]     0.0    0.00    0.00    2855         bool std::operator!=<StackElement, StackElement const&, StackElement const*>(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&) [27]
                0.00    0.00    2855/2855        bool std::operator==<StackElement, StackElement const&, StackElement const*>(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&) [26]
-----------------------------------------------
                0.00    0.00      95/2563        std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_base(std::_Deque_base<StackElement, std::allocator<StackElement> >&&, std::integral_constant<bool, true>) [175]
                0.00    0.00      95/2563        std::deque<StackElement, std::allocator<StackElement> >::_M_erase_at_end(std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [176]
                0.00    0.00     190/2563        std::deque<StackElement, std::allocator<StackElement> >::_M_move_assign1(std::deque<StackElement, std::allocator<StackElement> >&&, std::integral_constant<bool, true>) [177]
                0.00    0.00     616/2563        std::deque<StackElement, std::allocator<StackElement> >::deque(std::deque<StackElement, std::allocator<StackElement> > const&) [121]
                0.00    0.00     736/2563        std::deque<StackElement, std::allocator<StackElement> >::~deque() [105]
                0.00    0.00     831/2563        std::deque<StackElement, std::allocator<StackElement> >::_M_destroy_data_aux(std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [62]
[28]     0.0    0.00    0.00    2563         std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_get_Tp_allocator() [28]
-----------------------------------------------
                0.00    0.00    1232/2464        std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy_a<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>, StackElement>(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::allocator<StackElement>&) [124]
                0.00    0.00    1232/2464        std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::uninitialized_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [123]
[29]     0.0    0.00    0.00    2464         std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>::_Deque_iterator(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*> const&) [29]
-----------------------------------------------
                0.00    0.00    2417/2417        std::_List_node<StackElement>::_M_valptr() [32]
[30]     0.0    0.00    0.00    2417         __gnu_cxx::__aligned_membuf<StackElement>::_M_ptr() [30]
                0.00    0.00    2417/2417        __gnu_cxx::__aligned_membuf<StackElement>::_M_addr() [31]
-----------------------------------------------
                0.00    0.00    2417/2417        __gnu_cxx::__aligned_membuf<StackElement>::_M_ptr() [30]
[31]     0.0    0.00    0.00    2417         __gnu_cxx::__aligned_membuf<StackElement>::_M_addr() [31]
-----------------------------------------------
                0.00    0.00      97/2417        std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_erase(std::_List_iterator<StackElement>) [169]
                0.00    0.00     681/2417        std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_clear() [146]
                0.00    0.00     778/2417        std::_List_node<StackElement>* std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_create_node<StackElement const&>(StackElement const&) [83]
                0.00    0.00     861/2417        std::_List_iterator<StackElement>::operator*() const [57]
[32]     0.0    0.00    0.00    2417         std::_List_node<StackElement>::_M_valptr() [32]
                0.00    0.00    2417/2417        __gnu_cxx::__aligned_membuf<StackElement>::_M_ptr() [30]
-----------------------------------------------
                0.00    0.00    2289/2289        void std::_Destroy_aux<false>::__destroy<StackElement*>(StackElement*, StackElement*) [60]
[33]     0.0    0.00    0.00    2289         void std::_Destroy<StackElement>(StackElement*) [33]
                0.00    0.00    2289/3635        StackElement::~StackElement() [23]
-----------------------------------------------
                0.00    0.00     808/2280        std::_Deque_iterator<StackElement, StackElement&, StackElement*>::difference_type std::operator-<StackElement, StackElement&, StackElement*>(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&, std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [67]
                0.00    0.00    1472/2280        std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_M_set_node(StackElement**) [47]
[34]     0.0    0.00    0.00    2280         std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_S_buffer_size() [34]
                0.00    0.00    2280/5224        std::__deque_buf_size(unsigned long) [12]
-----------------------------------------------
                0.00    0.00    2239/2239        std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy<false>::__uninit_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [120]
[35]     0.0    0.00    0.00    2239         std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>::operator*() const [35]
-----------------------------------------------
                0.00    0.00    2239/2239        std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy<false>::__uninit_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [120]
[36]     0.0    0.00    0.00    2239         std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>::operator++() [36]
-----------------------------------------------
                0.00    0.00    2239/2239        std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy<false>::__uninit_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [120]
[37]     0.0    0.00    0.00    2239         std::_Deque_iterator<StackElement, StackElement&, StackElement*>::operator++() [37]
-----------------------------------------------
                0.00    0.00    2239/2239        std::_Deque_iterator<StackElement, StackElement&, StackElement*> std::__uninitialized_copy<false>::__uninit_copy<std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [120]
[38]     0.0    0.00    0.00    2239         void std::_Construct<StackElement, StackElement const&>(StackElement*, StackElement const&) [38]
                0.00    0.00    2239/6591        StackElement const& std::forward<StackElement const&>(std::remove_reference<StackElement const&>::type&) [10]
                0.00    0.00    2239/3309        operator new(unsigned long, void*) [25]
                0.00    0.00    2239/3585        StackElement::StackElement(StackElement const&) [24]
-----------------------------------------------
                0.00    0.00     616/2088        std::deque<StackElement, std::allocator<StackElement> >::deque(std::deque<StackElement, std::allocator<StackElement> > const&) [121]
                0.00    0.00    1472/2088        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_get_map_allocator() const [44]
[39]     0.0    0.00    0.00    2088         std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_get_Tp_allocator() const [39]
-----------------------------------------------
                0.00    0.00     778/1736        std::__cxx11::list<StackElement, std::allocator<StackElement> >::end() [84]
                0.00    0.00     958/1736        std::__cxx11::list<StackElement, std::allocator<StackElement> >::begin() [55]
[40]     0.0    0.00    0.00    1736         std::_List_iterator<StackElement>::_List_iterator(std::__detail::_List_node_base*) [40]
-----------------------------------------------
                0.00    0.00      97/1556        std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_erase(std::_List_iterator<StackElement>) [169]
                0.00    0.00     681/1556        std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_clear() [146]
                0.00    0.00     778/1556        std::_List_node<StackElement>* std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_create_node<StackElement const&>(StackElement const&) [83]
[41]     0.0    0.00    0.00    1556         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_get_Node_allocator() [41]
-----------------------------------------------
                0.00    0.00    1472/1472        std::allocator<StackElement*>::allocator<StackElement>(std::allocator<StackElement> const&) [45]
[42]     0.0    0.00    0.00    1472         __gnu_cxx::new_allocator<StackElement*>::new_allocator() [42]
-----------------------------------------------
                0.00    0.00    1472/1472        std::allocator<StackElement*>::~allocator() [46]
[43]     0.0    0.00    0.00    1472         __gnu_cxx::new_allocator<StackElement*>::~new_allocator() [43]
-----------------------------------------------
                0.00    0.00     736/1472        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_deallocate_map(StackElement**, unsigned long) [97]
                0.00    0.00     736/1472        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_allocate_map(unsigned long) [94]
[44]     0.0    0.00    0.00    1472         std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_get_map_allocator() const [44]
                0.00    0.00    1472/2088        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_get_Tp_allocator() const [39]
                0.00    0.00    1472/1472        std::allocator<StackElement*>::allocator<StackElement>(std::allocator<StackElement> const&) [45]
-----------------------------------------------
                0.00    0.00    1472/1472        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_get_map_allocator() const [44]
[45]     0.0    0.00    0.00    1472         std::allocator<StackElement*>::allocator<StackElement>(std::allocator<StackElement> const&) [45]
                0.00    0.00    1472/1472        __gnu_cxx::new_allocator<StackElement*>::new_allocator() [42]
-----------------------------------------------
                0.00    0.00     736/1472        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_deallocate_map(StackElement**, unsigned long) [97]
                0.00    0.00     736/1472        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_allocate_map(unsigned long) [94]
[46]     0.0    0.00    0.00    1472         std::allocator<StackElement*>::~allocator() [46]
                0.00    0.00    1472/1472        __gnu_cxx::new_allocator<StackElement*>::~new_allocator() [43]
-----------------------------------------------
                0.00    0.00    1472/1472        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_initialize_map(unsigned long) [98]
[47]     0.0    0.00    0.00    1472         std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_M_set_node(StackElement**) [47]
                0.00    0.00    1472/2280        std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_S_buffer_size() [34]
-----------------------------------------------
                0.00    0.00      50/1472        std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_impl::_Deque_impl() [206]
                0.00    0.00     190/1472        std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_impl::_Deque_impl(std::allocator<StackElement>&&) [173]
                0.00    0.00    1232/1472        std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_impl::_Deque_impl(std::allocator<StackElement> const&) [117]
[48]     0.0    0.00    0.00    1472         std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_Deque_iterator() [48]
-----------------------------------------------
                0.00    0.00    1352/1352        std::allocator<StackElement>::~allocator() [50]
[49]     0.0    0.00    0.00    1352         __gnu_cxx::new_allocator<StackElement>::~new_allocator() [49]
-----------------------------------------------
                0.00    0.00     616/1352        std::deque<StackElement, std::allocator<StackElement> >::deque(std::deque<StackElement, std::allocator<StackElement> > const&) [121]
                0.00    0.00     736/1352        std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_impl::~_Deque_impl() [93]
[50]     0.0    0.00    0.00    1352         std::allocator<StackElement>::~allocator() [50]
                0.00    0.00    1352/1352        __gnu_cxx::new_allocator<StackElement>::~new_allocator() [49]
-----------------------------------------------
                0.00    0.00    1327/1327        std::allocator<StackElement>::allocator(std::allocator<StackElement> const&) [52]
[51]     0.0    0.00    0.00    1327         __gnu_cxx::new_allocator<StackElement>::new_allocator(__gnu_cxx::new_allocator<StackElement> const&) [51]
-----------------------------------------------
                0.00    0.00      95/1327        std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_impl::_Deque_impl(std::allocator<StackElement>&&) [173]
                0.00    0.00     616/1327        std::allocator_traits<std::allocator<StackElement> >::select_on_container_copy_construction(std::allocator<StackElement> const&) [119]
                0.00    0.00     616/1327        std::_Deque_base<StackElement, std::allocator<StackElement> >::_Deque_impl::_Deque_impl(std::allocator<StackElement> const&) [117]
[52]     0.0    0.00    0.00    1327         std::allocator<StackElement>::allocator(std::allocator<StackElement> const&) [52]
                0.00    0.00    1327/1327        __gnu_cxx::new_allocator<StackElement>::new_allocator(__gnu_cxx::new_allocator<StackElement> const&) [51]
-----------------------------------------------
                0.00    0.00     616/1232        std::deque<StackElement, std::allocator<StackElement> >::begin() const [116]
                0.00    0.00     616/1232        std::deque<StackElement, std::allocator<StackElement> >::end() const [115]
[53]     0.0    0.00    0.00    1232         std::_Deque_iterator<StackElement, StackElement const&, StackElement const*>::_Deque_iterator<std::_Deque_iterator<StackElement, StackElement&, StackElement*>, void>(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [53]
-----------------------------------------------
                0.00    0.00    1140/1140        std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::_Deque_iterator<StackElement, StackElement&, StackElement*> > >, std::is_move_constructible<std::_Deque_iterator<StackElement, StackElement&, StackElement*> >, std::is_move_assignable<std::_Deque_iterator<StackElement, StackElement&, StackElement*> > >::value, void>::type std::swap<std::_Deque_iterator<StackElement, StackElement&, StackElement*> >(std::_Deque_iterator<StackElement, StackElement&, StackElement*>&, std::_Deque_iterator<StackElement, StackElement&, StackElement*>&) [134]
[54]     0.0    0.00    0.00    1140         std::remove_reference<std::_Deque_iterator<StackElement, StackElement&, StackElement*>&>::type&& std::move<std::_Deque_iterator<StackElement, StackElement&, StackElement*>&>(std::_Deque_iterator<StackElement, StackElement&, StackElement*>&) [54]
-----------------------------------------------
                0.00    0.00      97/958         std::__cxx11::list<StackElement, std::allocator<StackElement> >::pop_front() [170]
                0.00    0.00     861/958         std::__cxx11::list<StackElement, std::allocator<StackElement> >::front() [58]
[55]     0.0    0.00    0.00     958         std::__cxx11::list<StackElement, std::allocator<StackElement> >::begin() [55]
                0.00    0.00     958/1736        std::_List_iterator<StackElement>::_List_iterator(std::__detail::_List_node_base*) [40]
-----------------------------------------------
                0.00    0.00     873/873         void std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_initialize_dispatch<std::_List_const_iterator<StackElement> >(std::_List_const_iterator<StackElement>, std::_List_const_iterator<StackElement>, std::__false_type) [158]
[56]     0.0    0.00    0.00     873         std::operator!=(std::_List_const_iterator<StackElement> const&, std::_List_const_iterator<StackElement> const&) [56]
-----------------------------------------------
                0.00    0.00     861/861         std::__cxx11::list<StackElement, std::allocator<StackElement> >::front() [58]
[57]     0.0    0.00    0.00     861         std::_List_iterator<StackElement>::operator*() const [57]
                0.00    0.00     861/2417        std::_List_node<StackElement>::_M_valptr() [32]
-----------------------------------------------
                0.00    0.00      96/861         precedenceAnalysis(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [200]
                0.00    0.00     765/861         incomingType(std::__cxx11::list<StackElement, std::allocator<StackElement> >) [160]
[58]     0.0    0.00    0.00     861         std::__cxx11::list<StackElement, std::allocator<StackElement> >::front() [58]
                0.00    0.00     861/958         std::__cxx11::list<StackElement, std::allocator<StackElement> >::begin() [55]
                0.00    0.00     861/861         std::_List_iterator<StackElement>::operator*() const [57]
-----------------------------------------------
                0.00    0.00      95/831         std::deque<StackElement, std::allocator<StackElement> >::_M_erase_at_end(std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [176]
                0.00    0.00     736/831         std::_Deque_base<StackElement, std::allocator<StackElement> >::~_Deque_base() [100]
[59]     0.0    0.00    0.00     831         std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_destroy_nodes(StackElement**, StackElement**) [59]
                0.00    0.00     736/736         std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_deallocate_node(StackElement*) [99]
-----------------------------------------------
                0.00    0.00     831/831         void std::_Destroy<StackElement*>(StackElement*, StackElement*) [64]
[60]     0.0    0.00    0.00     831         void std::_Destroy_aux<false>::__destroy<StackElement*>(StackElement*, StackElement*) [60]
                0.00    0.00    2289/4528        StackElement* std::__addressof<StackElement>(StackElement&) [17]
                0.00    0.00    2289/2289        void std::_Destroy<StackElement>(StackElement*) [33]
-----------------------------------------------
                0.00    0.00      95/831         std::deque<StackElement, std::allocator<StackElement> >::_M_erase_at_end(std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [176]
                0.00    0.00     736/831         std::deque<StackElement, std::allocator<StackElement> >::~deque() [105]
[61]     0.0    0.00    0.00     831         std::deque<StackElement, std::allocator<StackElement> >::_M_destroy_data(std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::allocator<StackElement> const&) [61]
                0.00    0.00    1662/10811       std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_Deque_iterator(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [8]
                0.00    0.00     831/831         std::deque<StackElement, std::allocator<StackElement> >::_M_destroy_data_aux(std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [62]
-----------------------------------------------
                0.00    0.00     831/831         std::deque<StackElement, std::allocator<StackElement> >::_M_destroy_data(std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::allocator<StackElement> const&) [61]
[62]     0.0    0.00    0.00     831         std::deque<StackElement, std::allocator<StackElement> >::_M_destroy_data_aux(std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [62]
                0.00    0.00     831/2563        std::_Deque_base<StackElement, std::allocator<StackElement> >::_M_get_Tp_allocator() [28]
                0.00    0.00     831/831         void std::_Destroy<StackElement*, StackElement>(StackElement*, StackElement*, std::allocator<StackElement>&) [65]
-----------------------------------------------
                0.00    0.00      95/831         std::deque<StackElement, std::allocator<StackElement> >::clear() [178]
                0.00    0.00     736/831         std::deque<StackElement, std::allocator<StackElement> >::~deque() [105]
[63]     0.0    0.00    0.00     831         std::deque<StackElement, std::allocator<StackElement> >::begin() [63]
                0.00    0.00     831/10811       std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_Deque_iterator(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [8]
-----------------------------------------------
                0.00    0.00     831/831         void std::_Destroy<StackElement*, StackElement>(StackElement*, StackElement*, std::allocator<StackElement>&) [65]
[64]     0.0    0.00    0.00     831         void std::_Destroy<StackElement*>(StackElement*, StackElement*) [64]
                0.00    0.00     831/831         void std::_Destroy_aux<false>::__destroy<StackElement*>(StackElement*, StackElement*) [60]
-----------------------------------------------
                0.00    0.00     831/831         std::deque<StackElement, std::allocator<StackElement> >::_M_destroy_data_aux(std::_Deque_iterator<StackElement, StackElement&, StackElement*>, std::_Deque_iterator<StackElement, StackElement&, StackElement*>) [62]
[65]     0.0    0.00    0.00     831         void std::_Destroy<StackElement*, StackElement>(StackElement*, StackElement*, std::allocator<StackElement>&) [65]
                0.00    0.00     831/831         void std::_Destroy<StackElement*>(StackElement*, StackElement*) [64]
-----------------------------------------------
                0.00    0.00     192/808         std::stack<StackElement, std::deque<StackElement, std::allocator<StackElement> > >::size() const [161]
                0.00    0.00     616/808         std::deque<StackElement, std::allocator<StackElement> >::deque(std::deque<StackElement, std::allocator<StackElement> > const&) [121]
[66]     0.0    0.00    0.00     808         std::deque<StackElement, std::allocator<StackElement> >::size() const [66]
                0.00    0.00     808/808         std::_Deque_iterator<StackElement, StackElement&, StackElement*>::difference_type std::operator-<StackElement, StackElement&, StackElement*>(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&, std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [67]
-----------------------------------------------
                0.00    0.00     808/808         std::deque<StackElement, std::allocator<StackElement> >::size() const [66]
[67]     0.0    0.00    0.00     808         std::_Deque_iterator<StackElement, StackElement&, StackElement*>::difference_type std::operator-<StackElement, StackElement&, StackElement*>(std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&, std::_Deque_iterator<StackElement, StackElement&, StackElement*> const&) [67]
                0.00    0.00     808/2280        std::_Deque_iterator<StackElement, StackElement&, StackElement*>::_S_buffer_size() [34]
-----------------------------------------------
                0.00    0.00     778/778         std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::deallocate(std::allocator<std::_List_node<StackElement> >&, std::_List_node<StackElement>*, unsigned long) [76]
[68]     0.0    0.00    0.00     778         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::deallocate(std::_List_node<StackElement>*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00     778/778         void std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::destroy<StackElement>(std::allocator<std::_List_node<StackElement> >&, StackElement*) [77]
[69]     0.0    0.00    0.00     778         void __gnu_cxx::new_allocator<std::_List_node<StackElement> >::destroy<StackElement>(StackElement*) [69]
                0.00    0.00     778/3635        StackElement::~StackElement() [23]
-----------------------------------------------
                0.00    0.00     778/778         std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::allocate(std::allocator<std::_List_node<StackElement> >&, unsigned long) [78]
[70]     0.0    0.00    0.00     778         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::allocate(unsigned long, void const*) [70]
                0.00    0.00     778/778         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::max_size() const [72]
-----------------------------------------------
                0.00    0.00     778/778         void std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::construct<StackElement, StackElement const&>(std::allocator<std::_List_node<StackElement> >&, StackElement*, StackElement const&) [79]
[71]     0.0    0.00    0.00     778         void __gnu_cxx::new_allocator<std::_List_node<StackElement> >::construct<StackElement, StackElement const&>(StackElement*, StackElement const&) [71]
                0.00    0.00     778/6591        StackElement const& std::forward<StackElement const&>(std::remove_reference<StackElement const&>::type&) [10]
                0.00    0.00     778/3309        operator new(unsigned long, void*) [25]
                0.00    0.00     778/3585        StackElement::StackElement(StackElement const&) [24]
-----------------------------------------------
                0.00    0.00     778/778         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::allocate(unsigned long, void const*) [70]
[72]     0.0    0.00    0.00     778         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::max_size() const [72]
-----------------------------------------------
                0.00    0.00     778/778         std::_List_node<StackElement>* std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_create_node<StackElement const&>(StackElement const&) [83]
[73]     0.0    0.00    0.00     778         std::__allocated_ptr<std::allocator<std::_List_node<StackElement> > >::__allocated_ptr(std::allocator<std::_List_node<StackElement> >&, std::_List_node<StackElement>*) [73]
                0.00    0.00     778/778         std::allocator<std::_List_node<StackElement> >* std::__addressof<std::allocator<std::_List_node<StackElement> > >(std::allocator<std::_List_node<StackElement> >&) [86]
-----------------------------------------------
                0.00    0.00     778/778         std::_List_node<StackElement>* std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_create_node<StackElement const&>(StackElement const&) [83]
[74]     0.0    0.00    0.00     778         std::__allocated_ptr<std::allocator<std::_List_node<StackElement> > >::~__allocated_ptr() [74]
-----------------------------------------------
                0.00    0.00     778/778         std::_List_node<StackElement>* std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_create_node<StackElement const&>(StackElement const&) [83]
[75]     0.0    0.00    0.00     778         std::__allocated_ptr<std::allocator<std::_List_node<StackElement> > >::operator=(decltype(nullptr)) [75]
-----------------------------------------------
                0.00    0.00     778/778         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_put_node(std::_List_node<StackElement>*) [82]
[76]     0.0    0.00    0.00     778         std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::deallocate(std::allocator<std::_List_node<StackElement> >&, std::_List_node<StackElement>*, unsigned long) [76]
                0.00    0.00     778/778         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::deallocate(std::_List_node<StackElement>*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00      97/778         std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_erase(std::_List_iterator<StackElement>) [169]
                0.00    0.00     681/778         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_clear() [146]
[77]     0.0    0.00    0.00     778         void std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::destroy<StackElement>(std::allocator<std::_List_node<StackElement> >&, StackElement*) [77]
                0.00    0.00     778/778         void __gnu_cxx::new_allocator<std::_List_node<StackElement> >::destroy<StackElement>(StackElement*) [69]
-----------------------------------------------
                0.00    0.00     778/778         std::__cxx11::_List_base<StackElement, std::allocator<StackElement> >::_M_get_node() [80]
[78]     0.0    0.00    0.00     778         std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::allocate(std::allocator<std::_List_node<StackElement> >&, unsigned long) [78]
                0.00    0.00     778/778         __gnu_cxx::new_allocator<std::_List_node<StackElement> >::allocate(unsigned long, void const*) [70]
-----------------------------------------------
                0.00    0.00     778/778         std::_List_node<StackElement>* std::__cxx11::list<StackElement, std::allocator<StackElement> >::_M_create_node<StackElement const&>(StackElement const&) [83]
[79]     0.0    0.00    0.00     778         void std::allocator_traits<std::allocator<std::_List_node<StackElement> > >::construct<StackElement, StackElement const&>(std::allocator<std::_List_node<StackElement> >&, StackElement*, StackElement const&) [79]
                0.00    0.00     778/6591        StackElement const& std::forward<StackElement const&>(std::remove_reference<StackElement const&>::type&) [10]
